genre,artist,album,song,lyrics
Oh yeah
The crown...
So close I can taste it
I see what's mine and take it
(Finders keepers, losers weepers)
Oh yeah

Finders keepers, losers weepers
Finders keepers, losers weepers"

Rock,Panic! At the Disco,Death of a Bachelor ,Victorious ,"Tonight we are victorious
Champagne pouring over us
All my friends were glorious
Tonight we are victorious

Oh oh oh oh victorious
Oh oh oh oh

Double bubble disco queen
Headed to the guillotine
Skin as cool as Steve McQueen
Let me be your killer king
It hurts until it stops
We will love until it's not
I'm a killing spree in white
Eyes like broken Christmas lights

My touch is black and poisonous
And nothing like my punch drunk kiss
I know you need it
Do you feel it
Drink the water
Drink the wine

Oh we gotta turn up the crazy
Livin' like a washed up celebrity
Shooting fireworks like it's the fourth of July
Until we feel all right
Until we feel all right

I'm like a scarf trick
It's all up the sleeve
I taste like magic
Waves that swallow quick and deep
Throw the bait
Catch the shark
Bleed the water red
Fifty words for murder
And I'm every one of them

My touch is black and poisonous
And nothing like my punch drunk kiss
I know you need it
Do you feel it
Drink the water
Drink the wine

Oh we gotta turn up the crazy
Livin' like a washed up celebrity
Shooting fireworks like it's the fourth of July

Tonight we are victorious
Champagne pouring over us
All my friends were glorious
Tonight we are victorious

Tonight we are victorious
Champagne pouring over us
All my friends were glorious
Tonight we are victorious

Oh we gotta turn up the crazy
Livin' like a washed up celebrity
Shooting fireworks like it's the fourth of July
Until we feel all right
Until we feel all right

Tonight we are victorious
Champagne pouring over us
All my friends were glorious
Tonight we are victorious"

Rock,Panic! At the Disco,Death of a Bachelor ,LA Devotee ,"You got two black eyes from loving too hard
And a black car that matches your blackest soul
I wouldn't change ya, oh oh
Wouldn't ever try to make you leave, no
The neon coast was your sign
And the Midwest wind with Pisces rising
Wouldn't change ya, oh oh
Wouldn't ever try to make you leave, no

Static palms melt your vibe

Midnight whisperings

The black magic of Mulholland Drive
Swimming pools under desert skies

Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye
Invisible to the Hollywood shine

Always on the hunt for a little more time
Just another LA Devotee
Just another, just another, oh oh
Just another, just another, oh oh
Just another, just another, oh oh
Just another LA Devotee
You got bleached out eyes from the valley sand

And the black tar palms keep weeping your name
I couldn't change ya, oh oh
Couldn't ever try to make you see, no
The high rise lights read your rights
And a downtown storm with Aries rising
Couldn't change ya, oh oh
Couldn't ever try to make you see, no
Static palms melt your vibe

Midnight whisperings
The black magic of Mulholland Drive

Swimming pools under desert skies
Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye

Invisible to the Hollywood shine
Always on the hunt for a little more time
Just another LA Devotee
Just another, just another, oh oh

Just another, just another, oh oh
Just another, just another, oh oh
Just another LA Devotee
LA Devotee
LA Devotee
LA Devotee
LA Devotee
The black magic of Mulholland Drive
Swimming pools under desert skies
Drinking white wine in the blushing light
Just another LA Devotee
Sunsets on the evil eye
Invisible to the Hollywood shine
Always on the hunt for a little more time
Just another LA Devotee
Just another, just another, oh oh
Just another, just another, oh oh
Just another, just another, oh oh
Just another LA Devotee"

Rock,Panic! At the Disco,Death of a Bachelor ,Don't Threaten Me with a Good Time ,"Alright, alright
Alright, alright
Alright, alright, it's a hell of a feeling though
It's a hell of a feeling though
Alright, alright, it's a hell of a feeling though
It's a hell of a feeling though

Who are these people?
I just woke up in my underwear
No liquor left on the shelf
I should probably introduce myself
You shoulda' seen what I wore
I had a cane and a party hat
I was the king of this hologram
Where there's no such thing as getting out of hand
Memories tend to just pop up
Drunk pre-meds and some rubber gloves
Five-thousand people with designer drugs
Don't think I'll ever get enough

(Don't think I'll ever get enough)
Champagne, cocaine, gasoline
And most things in between
I roam the city in a shopping cart

A pack of camels and a smoke alarm
This night is heating up
Raise hell and turn it up
Saying ""If you go on you might pass out in a drain pipe""
Oh yeah

Don't threaten me with a good time
It's a hell of a feeling though
It's a hell of a feeling though
Alright, alright
It's a hell of a feeling though

It's a hell of a feeling though
What are these footprints?
They don't look very human-like
Now I wish that I could find my clothes
Bedsheets and a morning rose
I wanna wake up
Can't even tell if this is a dream
How did we end up in my neighbors pool
Upside-down with a perfect view?
Bar to bar at the speed of sound
Fancy feet dancing through this town
Lost my mind in a wedding gown
Don't think I'll ever get it now

(Don't think I'll ever get it now)
Champagne, cocaine, gasoline
And most things in between
I roam the city in a shopping cart

A pack of camels and a smoke alarm
This night is heating up
Raise hell and turn it up
Saying ""If you go on you might pass out in a drain pipe""
Oh yeah

Don't threaten me with a good time
I'm a scholar and a gentleman
And I usually don't fall when I try to stand
I lost a bet to a guy in a Chiffon skirt
But I make these high heels work
I told you time and time again
I'm not as think as you drunk I am
And we all fell down
When the sun came up

I think we've had enough
Alright, alright, it's hell of a feeling though
It's a hell of a feeling though
Alright, alright it's a hell of a feeling though
It's a hell of a feeling though
Champagne, cocaine, gasoline
And most things in between
I roam the city in a shopping cart
A pack of camels and a smoke alarm
This night is heating up
Raise hell and turn it up
Saying ""If you go on you might pass out in a drain pipe""
Oh yeah
Don't threaten me with a good time"

Rock,Panic! At the Disco,Death of a Bachelor ,Death of a Bachelor ,"[Verse 1]

Do I look lonely?

I see the shadows on my face

People have told me I don't look the same

Maybe I lost weight

I'm playing hooky, with the best of the best

Put my heart on my chest, so that you can see it too


[Refrain]

I'm walking the long road, watching the sky fall

The lace in your dress tangles my neck, how do I live?


[Chorus]

The death of a bachelor

Letting the water fall

The death of a bachelor

Seems so fitting for

Happily ever after

How could I ask for more?

A lifetime of laughter

At the expense of the death of a bachelor


[Verse 2]

I'm cutting my mind off

It feels like my heart is going to burst

Alone at a table for two and I just wanna be served

And when you think of me am I the best you've ever had?

Share one more drink with me, smile even though you're sad


[Refrain]

I'm walking the long road, watching the sky fall

The lace in your dress tangles my neck, how do I live?


[Chorus x2]

The death of a bachelor

Letting the water fall

The death of a bachelor

Seems so fitting for

Happily ever after

How could I ask for more?

A lifetime of laughter

At the expense of the death of a bachelor "

Rock,Panic! At the Disco,Death of a Bachelor ,Crazy=Genius ,"Produced by Brendon Urie & Jake Sinclair

Written by Sam Hollander, Jake Sinclair & Brendon Urie



[Intro]

You can set yourself on fire

You can set yourself on fire


[Verse 1]

She said at night in my dreams

You dance on a tightrope of weird

Oh but when I wake up

You're so normal that you just disappear

You're so straight like commuters

With briefcases towing the line

There's no residue of a torture

Inside your eyes


[Pre-Chorus]

She said you're just like Mike Love

But you wanna be Brian Wilson, Brian Wilson

She said you're just like Mike Love

But you'll never be Brian Wilson


[Chorus]

And I said

Hey ay ay

Hey ay if crazy equals genius

Hey ay ay

Hey ay if crazy equals genius

Then I'm a fucking arsonist

I'm a rocket scientist

Hey ay ay

If crazy equals genius...


[Post-Chorus]

You can set yourself on fire

But you're never gonna burn, burn, burn

You can set yourself on fire

But you're never gonna learn, learn, learn

Hey!


[Verse 2]

She said, ""Darlin', you know

How the wine plays tricks on my tongue

But you don't seem to change

When you stuff all of your feelings with drugs""

Other boys you may have dated

Serrated your heart with a slice

But the cut of your love never hurts

Baby, it's a sweet butter knife


[Pre-Chorus]

She said you're just like Mike Love

But you wanna be Brian Wilson, Brian Wilson

She said you're just like Mike Love

But you'll never be Dennis Wilson


[Chorus]

And I said

Hey ay ay

Hey ay if crazy equals genius

Hey ay ay

Hey ay if crazy equals genius

Then I'm a fucking arsonist

I'm a rocket scientist

Hey ay ay

If crazy equals genius...


[Post-Chorus]

You can set yourself on fire

But you're never gonna burn, burn, burn

You can set yourself on fire

But you're never gonna learn, learn, learn

Hey!


[Bridge]

You can set yourself on fire

You can set yourself on fire

You can set yourself on fire

You can set yourself on fire


[Chorus]

And I said

Hey ay ay

Hey ay if crazy equals genius

Hey ay ay

Hey ay if crazy equals genius

Then I'm a fucking arsonist

I'm a rocket scientist

Hey ay ay

If crazy equals genius...


[Outro]

You can set yourself on fire

But you're never gonna burn, burn, burn

You can set yourself on fire

But you're never gonna learn, learn, learn

Hey!"

Rock,Panic! At the Disco,Death of a Bachelor ,Golden Days ,"Produced by Brendon Urie & Jake Sinclair

Written by Sam Hollander, Jake Sinclair & Brendon Urie



[Verse 1]

I found a pile of Polaroids

In the crates of a record shop

They were sexy, sexy looking back

From a night that time forgot

Boy, he was something, debonair in 1979

And she had Farrah Fawcett hair

Carafes of blood red wine


[Pre-Chorus]

In the summertime

In the summertime


[Chorus]

Oh don't you wonder when the light begins to fade?

And the clock just makes the colors turn to grey

Forever younger

Growing older just the same

All the memories that we make will never change

We'll stay drunk, we'll stay tan, let the love remain

And I swear that I'll always paint you


[Hook]

Golden days

Golden days

Golden days

Golden days


[Verse 2]
